C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee eg --graphs -m E_G_10000_episodes -d 0.99 -a 0.5 -e 0.002
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 804: 419.3648535715242
episode 805: 238.149791960177
episode 806: 105.2642054136281
episode 807: 239.66725468336742
episode 808: 91.96376268389858
episode 809: 312.01568773541555
episode 810: -20.5641525559517
episode 811: 84.43905582298711
episode 812: 309.21003213780824
episode 813: 145.37254701413335
episode 814: -14.257844990354563
episode 815: 1.8267115260560045
episode 816: 74.84737564097426
episode 817: 223.58294544261526
episode 818: 186.63992822327398
episode 819: 259.44333212288063
episode 820: -33.41878735152937
episode 821: 60.840562968714195
episode 822: 43.39081943643795
episode 823: -49.13733278941398
episode 824: 419.5094222841576
episode 825: 271.9491402775608
episode 826: 530.0515092244497
episode 827: 265.5299817911342
episode 828: 77.92028728395964
episode 829: -52.50315518641682
episode 830: 352.21009071716145
episode 831: 4.103775206486814
episode 832: 137.62412372588005
episode 833: 183.4704127027454
episode 834: 205.6935179792129
episode 835: 30.307284948148634
episode 836: 194.13292869418876
episode 837: 321.6808264810839
episode 838: 132.101477822917
episode 839: 37.674842372569564
episode 840: 355.84225744501236
episode 841: 501.3090650831017
episode 842: 230.84565583121457
episode 843: 50.9537367956712
episode 844: 291.0178334728167
episode 845: 74.24353751971765
episode 846: 81.86226570077483
episode 847: 30.452286251544827
episode 848: 13.504073427013411
episode 849: 174.85897762452868
episode 850: 55.82151089610951
episode 851: 523.0244824439823
episode 852: 64.91746631312064
episode 853: 669.9464211440567
episode 854: 42.448535933631554
episode 855: 577.0340437877223
episode 856: 138.26529314386383
episode 857: 533.5065194894335
episode 858: 55.60014286947155
episode 859: 28.396706579741462
episode 860: 671.9938763355805
episode 861: 154.27597686422098
episode 862: 623.9660236096998
episode 863: 136.0447475452287
episode 864: 8.572559897906137
episode 865: 325.45395074112577
episode 866: 55.716955917756174
episode 867: 93.00853769784302
episode 868: 13.06615574529389
episode 869: 274.7011567153839
episode 870: 187.91795929789447
episode 871: 150.7074332168175
episode 872: 593.6493260841372
episode 873: 336.9226983508364
episode 874: 309.7180358245292
episode 875: 88.05511191054275
episode 876: 165.98499026776375
episode 877: 282.9163232326687
episode 878: 449.3857218756433
episode 879: 349.3863914695749
episode 880: 88.39292606445572
episode 881: 166.4983917526118
episode 882: 626.5233830768454
episode 883: 275.59952762627614
episode 884: 486.8595830077809
episode 885: 37.38712665395777
episode 886: 365.5496610493574
episode 887: 334.73014759803914
episode 888: 74.13395041532259
episode 889: 75.14210150857365
episode 890: 79.62760378759722
episode 891: 271.0244280222472
episode 892: 32.29925736865407
episode 893: 235.02727602830328
episode 894: 129.57202569310843
episode 895: 307.39543982316974
episode 896: 479.1551048701589
episode 897: 214.875262018202
episode 898: 8.613321684828868
episode 899: 0.26650980560161397
episode 900: 80.86561712528878
episode 901: 188.56134754339146
episode 902: 326.8345544476163
episode 903: -5.1629680030520255
episode 904: 209.7047766129345
episode 905: 136.7099316956777
episode 906: 198.36953245633416
episode 907: 162.16134525562174
episode 908: 138.23861872685225
episode 909: 122.5080046635459
episode 910: 157.57533725644817
